data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3;;;;;;;;;;;;;;;;;;;;
8628872,710,SAF15791,15791,01 November 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Umdloti,-29.65,31.1167,1,News24 (South Africa),National,On 1 November 2021, a group took to the streets in Umdloti (eThekwini, KwaZulu-Natal) in demonstration during the municipal elections. Reason for demonstration not reported/unknown. Voting was delayed at some stations due to the demonstration. [size=no report],0,1636405423,ZAF;;;;;;;;;;;;;;;;;;;;
8628874,710,SAF15784,15784,01 November 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,Mkhambathini,Camperdown,-29.7287,30.5426,1,News24 (South Africa),National,On 1 November 2021, a group took to the streets in Camperdown (Umgungundlovu, KwaZulu-Natal) in demonstration during the municipal elections. The exact motivation for the demonstration was unknown/not reported. [size=no report],0,1636405423,ZAF;;;;;;;;;;;;;;;;;;;;
8628941,710,SAF15793,15793,01 November 2021,2021,2,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Gauteng,Sedibeng,Emfuleni,Waterdal,-26.5671,27.8805,1,Sedibeng Star,Subnational,Around 1 November 2021 (as reported), a group took to the streets in Waterdal (Sedibeng, Gauteng) in a demonstration against coal pollution. [size=no report],0,1636405423,ZAF;;;;;;;;;;;;;;;;;;;;
8628967,710,SAF15792,15792,01 November 2021,2021,2,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Ugu,Umdoni,Umzinto,-30.3109,30.6623,1,Times (South Africa),National,Around 1 November 2021 (as reported), demonstrators dug trenches to prevent access to voting stations in Umzinto (Ugu, KwaZulu-Natal) ahead of the 1 November municipal elections. [size=no report],0,1636405423,ZAF;;;;;;;;;;;;;;;;;;;;
8687037,710,SAF15932,15932,01 November 2021,2021,1,Riots,Mob violence,Rioters (South Africa),Vigilante Group (South Africa),5,Civilians (South Africa),,7,57,Southern Africa,South Africa,Gauteng,West Rand,Mogale City,Kagiso,-26.142,27.7979,2,Daily Sun (South Africa),National,On 1 November 2021, a man (mentiond to be a suspect) was killed by a vigilante mob in Swaneville, in or around Kagiso (West Rand, Gauteng). Motivation for the event is unknown/not reported. 2 people were arrested. [size=no report],1,1639431632,ZAF;;;;;;;;;;;;;;;;;;;;
9469232,710,SAF15786,15786,01 November 2021,2021,1,Riots,Mob violence,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,News24 (South Africa); Political Bureau (South Africa),National,On 1 November 2021, a group stole a ballot box filled with completed ballot papers in Ward 12 of Durban (eThekwini, KwaZulu-Natal) as the municipal elections were taking place. The group took the box after they found out that their names were not on the voters roll, although they had registered. The police retrieved the box. [size=no report],0,1663032946,ZAF;;;;;;;;;;;;;;;;;;;
9471198,710,SAF15783,15783,01 November 2021,2021,1,Riots,Mob violence,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,Mkhambathini,Camperdown,-29.7287,30.5426,2,Times (South Africa),National,On 1 November 2021, a group set a classroom on fire used as the Ntobeko voting station, in ward 2 of Mkhambathini municipality (Umgungundlovu, KwaZulu-Natal) [coded to Camperdown] allegedly following a dispute regarding the areas chief. [size=no report],0,1663032952,ZAF;;;;;;;;;;;;;;;;;;;;
8628528,710,SAF15801,15801,31 October 2021,2021,1,Riots,Mob violence,Rioters (South Africa),IFP: Inkatha Freedom Party,5,Civilians (South Africa),NFP: National Freedom Party,7,57,Southern Africa,South Africa,KwaZulu-Natal,Zululand,Ulundi,Ulundi,-28.3167,31.4167,1,Daily Sun (South Africa); Witness,National,On 31 October 2021, NFP secretary-general was assaulted and injured by a group (likely by IFP supporters) in the Nsukazi area in Ulundi (Zululand, KwaZulu-Natal) for wearing a partys t-shirt in the area that is dominated by the Inkatha Freedom Party. The man was hospitalized. [size=no report],0,1636405422,ZAF;;;;;;;;;;;;;;;;;;;
8628622,710,SAF15796,15796,31 October 2021,2021,1,Riots,Mob violence,Rioters (South Africa),Vigilante Group (South Africa),5,Civilians (South Africa),,7,57,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Nyanga,-33.9875,18.5855,1,Cape Argus,Subnational,On 31 October 2021, a man was killed by a mob in Cape Town - Nyanga (City of Cape Town, Western Cape) under accusations of raping his niece. [size=no report],1,1636405422,ZAF;;;;;;;;;;;;;;;;;;;;
8628870,710,SAF15799,15799,31 October 2021,2021,2,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Eastern Cape,Alfred Nzo,Matatiele,Matatiele,-30.3436,28.8116,2,News24 (South Africa),National,Around 31 October 2021 (between 31 October - 1 November), demonstrators dug trenches around voting centers in the Matatiele municipality (Alfred Nzo, Eastern Cape) ahead of the 1 November municipal elections. [size=no report],0,1636405423,ZAF;;;;;;;;;;;;;;;;;;;;
8628871,710,SAF15800,15800,31 October 2021,2021,2,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Eastern Cape,Alfred Nzo,Ntabankulu,Ntabankulu,-30.9587,29.3022,2,News24 (South Africa),National,Around 31 October 2021 (between 31 - 1 November), demonstrators calling for improved service delivery dug trenches around voting centers in the Ntabankulu municipality (Alfred Nzo, Eastern Cape) ahead of the 1 November municipal elections. [size=no report],0,1636405423,ZAF;;;;;;;;;;;;;;;;;;;;
9470803,710,SAF15794,15794,31 October 2021,2021,1,Riots,Mob violence,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Eastern Cape,Alfred Nzo,Mbizana,Bizana,-30.8591,29.8538,1,News24 (South Africa),National,On 31 October 2021, a group set IEC (Electoral Commission of South Africa) material on fire at a voting station in the Nkundla Junior Secondary School, Bizana (Alfred Nzo, Eastern Cape) ahead of the 1 November municipal elections. [size=no report],0,1663032951,ZAF;;;;;;;;;;;;;;;;;;;;
9470810,710,SAF15797,15797,31 October 2021,2021,1,Riots,Mob violence,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Eastern Cape,Sarah Baartman,Makana,Frasers Camp,-33.2832,26.9042,1,News24 (South Africa),National,On 31 October 2021, a group broke into a voting station in Frasers camp (Sarah Baartman, Eastern Cape) and stole a map and a voter management device ahead of the 1 November municipal elections. [size=no report],0,1663032951,ZAF;;;;;;;;;;;;;;;;;;;;
9471206,710,SAF15798,15798,31 October 2021,2021,2,Riots,Mob violence,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Mariannhill,-29.8457,30.8258,2,Times (South Africa),National,Around 31 October 2021 (between 31 October - 1 November), a voting station was broken into at ward 14 near Mariannhill (eThekwini, KwaZulu-Natal) ahead of the 1 November municipal elections. Voting compartments, ballot boxes and tables were vandalized. [size=no report],0,1663032952,ZAF;;;;;;;;;;;;;;;;;;;;
8628896,710,SAF15802,15802,30 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Mamelodi,-25.713,28.3653,1,Pretoria News,Subnational,On 30 October 2021, a group took to the streets in Mamelodi (City of Tshwane, Gauteng) in a demonstration to raise awareness against the use of tobacco. [size=no report],0,1636405423,ZAF;;;;;;;;;;;;;;;;;;;;
8628937,710,SAF15803,15803,30 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,Ugu,Umdoni,Umzinto,-30.3109,30.6623,1,SABC News,National,On 30 October 2021, a group pelted stones against police officers and barricaded roads with burning tires, ruble and branches in Umzinto (Ugu, KwaZulu-Natal) in a demonstration against the current area councilor and the lack of service delivery. The police shot live ammunition to disperse the group; 3 people (including one police officer) were shot and injured and at least 8 officers were injured by the stone throwing. [size=no report],0,1636405423,ZAF;;;;;;;;;;;;;;;;;;;
8611950,710,SAF15770,15770,29 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Soweto,-26.2667,27.8667,1,EWN; News24 (South Africa),National,On 29 October 2021, a group set tires on fire, blocking the roads leading to Thokoza Park in Johannesburg - Soweto (City of Johannesburg, Gauteng) in a demonstration to demand electricity. The demonstration happened as the President, and member of the ANC, was in the area for local elections campaign. [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;
8611949,710,SAF15766,15766,28 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Fishermen (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,GroundUp; Cape Argus,Subnational-National,On 28 October 2021, hundreds of small scale fishers gathered at the Parliament in Cape Town (City of Cape Town, Western Cape) in a demonstration to demand a review in the West Coast rock lobster catch quota. [size=hundreds],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;
8612087,710,SAF15767,15767,28 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch,Subnational,On 28 October 2021, a group set tires on fire, barricaded roads in East London (Buffalo City, Eastern Cape) in a service delivery demonstration. [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;;
8612096,710,SAF15768,15768,28 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Teachers (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg,-26.2023,28.0436,1,Daily Sun (South Africa),National,On 28 October 2021, teachers from a primary school in Protea Glen marched to the Gauteng Department of Education in Johannesburg (City of Johannesburg, Gauteng) in a demonstration to demand better school conditions, including more classrooms and money for toilet paper. [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;;
8612097,710,SAF15769,15769,28 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Sunnyside,-25.75,28.2167,1,Daily Sun (South Africa),National,On 28 October 2021, a group gathered in front of the DA offices in Sunnyside (City of Tshwane, Gauteng) in a demonstration against the party, which they accuse of being racist. [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;;
8611948,710,SAF15765,15765,27 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Not In My Name South Africa,6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,EWN; City Press (South Africa),National,On 27 October 2021, about 25 people, led by the Not in my Name organization, gathered at the eSwatini Embassy in Pretoria (City of Tshwane, Gauteng) in a demonstration to demand the closure of the Embassy and to demand freedom for the eSwatini nationals. [size=about 25],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;
8612070,710,SAF15761,15761,27 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Diepkloof,-26.2436,27.9505,1,City Press (South Africa),National,On 27 October 2021, a group sets tires on fire and barricaded roads with trees and rocks in Johannesburg - Diepkloof (City of Johannesburg, Gauteng) in a demonstration against the lack of electricity in the area. [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;;
8612159,710,SAF15759,15759,27 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Mitchells Plain,-34.0534,18.6237,1,GroundUp,National,On 27 October 2021, 60 people gathered outside the SAPS offices in Cape Town - Mitchells Plain (City of Cape Town, Western Cape) in a demonstration against police brutality and to demand better police officers. [size=60],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;;
8612161,710,SAF15762,15762,27 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Motherwell,-33.804,25.58,1,GroundUp,National,On 27 October 2021, Greenfields and Lingelethu informal settlements residents set objects on fire, blocking the Uitenhage road in Motherwell (Nelson Mandela Bay, Eastern Cape) in a demonstration against the lack of electricity in the area and after a child was electrocuted and died. [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;;
8612162,710,SAF15760,15760,27 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,GroundUp,National,On 27 October 2021, about 50 former City of Ekurhuleni employees gathered at the Department of Employment and Labour in Johannesburg - Braamfontein (City of Johannesburg, Gauteng) in a demonstration against listing them as employees, preventing them from receiving social grants. [size=about 50],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;;
8612532,710,SAF15763,15763,27 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),DA: Democratic Alliance,6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,Witness,National,On 27 October 2021, DA supporters took to the streets in Pietermaritzburg (Umgungundlovu, KwaZulu-Natal) in a service delivery demonstration. [size=no report],0,1635798956,ZAF;;;;;;;;;;;;;;;;;;;;
8611945,710,SAF15753,15753,26 October 2021,2021,1,Protests,Protest with intervention,Protesters (South Africa),Labour Group (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Free State,Thabo Mofutsanyane,Maluti a Phofung,Harrismith,-28.2833,29.1333,2,Times (South Africa); IOL; Citizen (South Africa); News24 (South Africa); EWN,National,On 26 October 2021, around 30 truck drivers blocked with their trucks the N3 highway near Harrismith (Thabo Mofutsanyane, Free State) in a demonstration against foreign national truck drivers. The group demanded a meeting with the Minister of Transport. The blockage caused an accident in which 2 people died. Similar demonstrations were registered in other locations in the country (coded separately). The police arrested 8 truck drivers [size=around 30],0,1635798955,ZAF;;;;;;;;;;;;;;;;
8611946,710,SAF15754,15754,26 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Chris Hani,Inxuba Yethemba,Middelburg,-31.5002,24.9939,2,Times (South Africa); GardaWorld,Other-National,On 26 October 2021, truck drivers blocked with their trucks the N10 highway outside Middelburg (Chris Hani, Eastern Cape) for a third day, in a demonstration against foreign truck drivers. Similar demonstrations were registered in other locations in the country (coded separately). [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;
8612176,710,SAF15757,15757,26 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Pinetown,-29.8207,30.8867,1,Highway Mail,Subnational,On 26 October 2021, UKZN students set mattresses and furniture on fire on Kings road, Pinetown (eThekwini, KwaZulu-Natal) in a demonstration over poor living conditions. [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;;
8612529,710,SAF15752,15752,26 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Uthukela,Okhahlamba,Bergville,-28.7312,29.3519,1,Witness,National,On 26 October 2021, truck drivers blocked with their trucks the N3 highway in Bergville (Uthukela, KwaZulu-Natal) in a demonstration against foreign truck drivers. Similar demonstrations were registered in other locations in the country (coded separately). [size=no report],0,1635798956,ZAF;;;;;;;;;;;;;;;;;;;;
8612531,710,SAF15758,15758,26 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Woodlands,-29.5807,30.3867,1,Witness,National,On 26 October 2021, Happy Valley residents took to the streets in Woodlands (Umgungundlovu, KwaZulu-Natal) in a demonstration regarding the lack of electricity in the area. [size=no report],0,1635798956,ZAF;;;;;;;;;;;;;;;;;;;;
8644769,710,SAF15809,15809,26 October 2021,2021,1,Riots,Mob violence,Rioters (South Africa),Vigilante Group (South Africa),5,Civilians (South Africa),,7,57,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Chatsworth,-29.9187,30.8917,1,Witness,National,On 26 October 2021, a man was burnt to death after a mob set his house on fire at the Lusaka informal settlement, Chatsworth (eThekwini, KwaZulu-Natal). The mob acted for being tired of crime in the area and decided to burn the house where two suspects lived. [size=no report],1,1637008335,ZAF;;;;;;;;;;;;;;;;;;;;
8611944,710,SAF15750,15750,25 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),SAMWU: South African Municipal Workers Union; Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,IOL; Pretoria News,Subnational-National,On 25 October 2021, SAMWU affiliated workers took to the streets in Pretoria (City of Tshwane, Gauteng) in a demonstration regarding salaries and benchmarking payments. The group emptied dustbins during the demonstration. [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;
8612155,710,SAF15745,15745,25 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Chris Hani,Inxuba Yethemba,Middelburg,-31.5002,24.9939,2,GardaWorld,Other,On 25 October 2021, truck drivers blocked with their trucks the N10 highway outside Middelburg (Chris Hani, Eastern Cape), for a second day, in a demonstration against foreign truck drivers. Similar demonstrations were registered in other locations in the country (coded separately). [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;;
8612160,710,SAF15744,15744,25 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Chris Hani,Intsika Yethu,Cofimvaba,-32.0115,27.5805,2,GroundUp,National,On 25 October 2021, IntsikaYethu Local Municipality residents set tires on fire, blocking the R61 road near Cofimvaba (Chris Hani, Eastern Cape) in a demonstration to demand better roads, houses, water and electricity. The police used tear gas to disperse the group. [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;;
8612530,710,SAF15748,15748,25 October 2021,2021,2,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Phoenix,-29.7043,30.9761,1,Witness,National,Around 25 October 2021 (as reported), a group gathered outside the Phoenix Police Station (eThekwini, KwaZulu-Natal) in a demonstration regarding the death of a man, arrested during the July arrests, under police custody. [size=no report],0,1635798956,ZAF;;;;;;;;;;;;;;;;;;;;
8612534,710,SAF15751,15751,25 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Verulam,-29.6505,31.0505,1,Witness,National,On 25 October 2021, about 20 Phoenix community members gathered in front of the Verulam Magistrates Court (eThekwini, KwaZulu-Natal) in a demonstration to demand bail for individuals arrested following the July civil arrest in the area. [size=about 20],0,1635798956,ZAF;;;;;;;;;;;;;;;;;;;;
8612535,710,SAF15749,15749,25 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,Witness,National,On 25 October 2021, Nkululeko informal settlement residents set tires on fire and blocked the Regina road with broken bottles in Pietermaritzburg (Umgungundlovu, KwaZulu-Natal) in a demonstration regarding a trench opened by the municipality two months ago that is still open. The group also burnt political partys candidate posters. [size=no report],0,1635798956,ZAF;;;;;;;;;;;;;;;;;;;;
8645913,710,SAF15747,15747,25 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Mpumalanga,Ehlanzeni,City of Mbombela,Mbombela,-25.4667,30.9667,2,Laevelder Lowvelder,Subnational,On 25 October 2021, KaNyamazane, Pienaar, Lehawu, Tekwane South, Matsulu and Emoyeni residents set tires on fire in several Nelspruit areas (Ehlanzeni, Mpumalanga) in a service delivery demonstration. [size=no report],0,1637024694,ZAF;;;;;;;;;;;;;;;;;;;;
9469230,710,SAF15746,15746,25 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),ANC: African National Congress,5,,,0,50,Southern Africa,South Africa,Mpumalanga,Ehlanzeni,City of Mbombela,Mbombela,-25.4667,30.9667,1,Pretoria News; Daily Sun (South Africa); City Press (South Africa),National,On 25 October 2021, a group, including ANC members, torched a truck in the Pienaar community area and set tires on fire on the R40 road in Nelspruit (Ehlanzeni, Mpumalanga) in a demonstration to demand the release of the Mpumalanga MEC for agriculture, rural development, land and environmental affairs as he applied for bail over an accusation of killing two people. [size=no report],0,1663032946,ZAF;;;;;;;;;;;;;;;;;;
8611941,710,SAF15742,15742,24 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Chris Hani,Inxuba Yethemba,Middelburg,-31.5002,24.9939,2,Times (South Africa); GardaWorld,Other-National,On 24 October 2021, truck drivers blocked with their trucks the N10 highway outside Middelburg (Chris Hani, Eastern Cape) in a demonstration against foreign truck drivers. Similar demonstrations were registered in other locations in the country (coded separately). [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;;;
8611942,710,SAF15743,15743,24 October 2021,2021,1,Riots,Mob violence,Rioters (South Africa),,5,Private Security Forces (South Africa),Civilians (South Africa); Bakgatla Ba Kgafela Communal Group (South Africa),8,58,Southern Africa,South Africa,North West,Bojanala,Moses Kotane,Moruleng,-25.175,27.1788,1,IOL; EWN; News24 (South Africa),National,On 24 October 2021, a group forced their way into the house of a Bakgatla Ba Kgafela traditional leader in Moruleng (Bojanala, North West). The group overpowered (not specified) a security officer and set the house on fire. No one was injured. [size=no report],0,1635798955,ZAF;;;;;;;;;;;;;;;;;
8612282,710,SAF15741,15741,23 October 2021,2021,2,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Soweto,-26.2667,27.8667,1,News24 (South Africa),National,Around 23 October 2021 (as reported), Boomtown residents set objects on fire in Johannesburg - Soweto (City of Johannesburg, Gauteng) in a demonstration over lack of electricity in the area. [size=no report],0,1635798956,ZAF;;;;;;;;;;;;;;;;;;;;
8644774,710,SAF15808,15808,23 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Women (South Africa),6,,,0,60,Southern Africa,South Africa,Limpopo,Vhembe,Musina,Musina,-22.3488,30.0407,2,Zoutnet,Subnational,On 23 October 2021, about 100 women gathered in Lekkerlag, in or around Musina (Vhembe, Limpopo) in a demonstration against the proposed Musina-Makhado Special Economic Zone (MMSEZ) project, which they believe, is a threat to the environment and their livelihoods. [size=about 100],0,1637008335,ZAF;;;;;;;;;;;;;;;;;;;;
8605627,710,SAF15736,15736,22 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Citizen (South Africa),National,On 22 October 2021, a group gathered in front of a club in Pretoria (City of Tshwane, Gauteng) in a demonstration to demand compensation for the family of a student who had been killed on the previous day at the club. [size=no report],0,1635193320,ZAF;;;;;;;;;;;;;;;;;;;;
8606190,710,SAF15735,15735,22 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,Witness,National,On 22 October 2021, investors gathered at the Town Bush Office Park, Pietermaritzburg (Umgungundlovu, KwaZulu-Natal) in a demonstration to demand the release of their funds, which have been blocked as the investment company they invested money was liquidated. [size=no report],0,1635193322,ZAF;;;;;;;;;;;;;;;;;;;;
8605595,710,SAF15724,15724,21 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Gauteng,Ekurhuleni,Ekurhuleni,Brakpan,-26.2366,28.3694,1,Brakpan Herald,Subnational,On 21 October 2021, around 30 Mgongo informal settlement residents set tires on fire, barricading the intersection of the Location and Hospital roads in Brakpan (Ekurhuleni, Gauteng) in what is believe to be a demonstration regarding lack of electricity in the area. [size=around 30],0,1635193320,ZAF;;;;;;;;;;;;;;;;;;;;
8605696,710,SAF15730,15730,21 October 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Soweto,-26.2667,27.8667,1,EWN,National,On 21 October 2021, Ezumbuzini residents set tires on fire and blocked the Klipspruit Valley road with rocks in Johannesburg - Soweto (City of Johannesburg, Gauteng) in a demonstration over housing. [size=no report],0,1635193320,ZAF;;;;;;;;;;;;;;;;;;;;
8605697,710,SAF15729,15729,21 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Soweto,-26.2667,27.8667,1,EWN,National,On 21 October 2021, a group gathered at the Chris Hani road, Johannesburg - Soweto (City of Johannesburg, Gauteng) in a demonstration over the lack of electricity in the region. [size=no report],0,1635193320,ZAF;;;;;;;;;;;;;;;;;;;;
8605698,710,SAF15731,15731,21 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Masiphumelele,-34.1293,18.3763,1,EWN,National,On 21 October 2021, scores of residents who had their houses burnt in a fire took to the streets in Masiphumelele (City of Cape Town, Western Cape) in a demonstration regarding the poor service delivery and condition of their temporary homes. [size=scores],0,1635193320,ZAF;;;;;;;;;;;;;;;;;;;;
8605746,710,SAF15728,15728,21 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),EFF: Economic Freedom Fighters,6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,2,Herald (South Africa),Subnational,On 21 October 2021, EFF members marched on the Cape Road, in or around Gqeberha (Nelson Mandela Bay, Eastern Cape) in a demonstration against the support of the Nelson Mandela Bay Business Chamber regarding the mandatory coronavirus vaccines. [size=no report],0,1635193321,ZAF;;;;;;;;;;;;;;;;;;;;
8605892,710,SAF15733,15733,21 October 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),NUPSAW: National Union of Public Service and Allied Workers; Health Workers (South Africa); Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,Limpopo,Capricorn,Polokwane,Polokwane,-23.9045,29.4689,1,Polokwane Review,Subnational,On 21 October 2021, NUPSAW members marched to the Department of Health, Polokwane (Capricorn, Limpopo) in a demonstration over, what they stated, is the exploitation of health workers. [size=no report],0,1635193321,ZAF;;;;;;;;;;;;;;;;;;
