,text,Date,geometry,author_followers,retweets,replies,likes,quote_count,Subjectivity,Polarity,Analysis
1521,UCT drops in university rankings but is still number 1 university in Africa. https://t.co/JldNhmPl43,2017-09-06,POINT (27.968098050000002 -26.276138500000002),7086,0,0,0,0,0.77,0.33,Positive
1522,"Disrupting the core:
1. Data
2. Tech
3. Product
4. Route to market
5. Communication
Disrupt any of these and you can beat the competitors",2017-09-06,POINT (18.4241 -33.9249),2417,5,0,5,0,0.2,0.3,Positive
1523,Master the art of yoga with a professional course and become a yoga teacher. GAPafrica partners with the best yoga school in Cape Town. https://t.co/fYckcB8f3F,2017-09-06,POINT (18.4241 -33.9249),110,0,0,0,0,0.6,0.2,Positive
1524,"Your school fees now is my school fees last year.

It's a miracle I came back this year. I have family to thank for that. https://t.co/slFXZrZ0d7",2017-09-06,POINT (28.1361401 -25.860880649999995),484,0,1,0,0,0.23333333333333334,-0.25,Negative
1525,"@OUTASA We have to retain critical skills. Maybe amend the MOA just to keep her for the next 8 years, an extremely talented primary school teacher",2017-09-06,POINT (30.97257945 -29.9006358),652,1,2,4,1,0.35,0.4,Positive
1526,"#UCTStrike UCT has urged students and workers participating in a strike on campus today, to do so in a peaceful manner. KB",2017-09-06,POINT (18.4241 -33.9249),781577,4,0,1,0,0.2,0.2,Positive
1527,I hear #FeesMustFall is back on at UCT tomorrow tholukuthi R14 million girl didn't sort out everyone's fees; could've paid for ~132 degrees https://t.co/YNqEaPpGi8,2017-09-05,POINT (18.4241 -33.9249),2480,0,0,1,0,0.2,0.2,Positive
1528,"HERE IS AN #EyeOpener to all
Especially to people saying #WIRELESS #TECH IS SAFE:

https://t.co/zBZT8iYEoY
#WiFi/#Cellphones 100% DNA Damage",2017-09-05,POINT (27.968098050000002 -26.276138500000002),1847,0,0,2,1,0.2,0.2,Positive
1529,@UCT_SRC statement on workers &amp; student strikes set to begin on Thursday. https://t.co/48vI36s7cP,2017-09-05,POINT (18.4241 -33.9249),15262,2,0,1,0,0.5399999999999999,0.16,Positive
1530,"Always wonder how our parents managed bond payments, school fees, feed &amp; cloth us. All of this from lesser salaries than most of us earn 🤔",2017-09-05,POINT (28.06061305 -26.058708),5304,24,4,27,7,0.5,0.5,Positive
1531,This is a school that parents pay over R250k in fees. I'm getting angrier by the minute.,2017-09-05,POINT (28.10355085 -25.9884044),1682,0,1,0,0,0.9444444444444444,0.25,Positive
1532,She then tells me the school is auctioning off people as dates to the dance,2017-09-05,POINT (27.87429235 -26.14271175),655,0,1,0,0,0.35,0.3720703125,Positive
1533,"Loyalty, compromisation &amp; respect (bonus ) Im a first born &amp; a primary school teacher so I naturally take care of other people 😂❤ https://t.co/HvGmjjqsXo",2017-09-05,POINT (30.97257945 -29.9006358),1783,0,0,0,0,0.5,0.0,Neutral
1534,"With picture to suggest they may have learned something from Rhodes Must Fall Oxford, or...is this tokenism again 🙄 https://t.co/0mJkNHr6xh",2017-09-05,POINT (27.968098050000002 -26.276138500000002),7955,0,0,1,0,0.4,0.8,Positive
1535,Swimming in debts of fees. My priorities now are paying University the outstanding 24k 4 the year of my qualification. @JJTabane power folks,2017-09-05,POINT (28.184066 -25.75260515),806,0,0,0,0,0.4225,0.07749999999999999,Positive
1536,Congratulations are in order for commandant Julius Malema for completing his studies with Unisa. Education is power. #EFF,2017-09-05,POINT (28.184066 -25.75260515),2507,1,0,1,0,0.45454545454545453,0.13636363636363635,Positive
1537,Block 3 is about to come to an end and there's this one lecture I never attended https://t.co/cKEzMqvmA3,2017-09-05,POINT (27.968098050000002 -26.276138500000002),2466,0,0,0,0,0.13333333333333333,0.14765625,Positive
1538,I wanted to throw it away bcoz I'm at the office and I'm embarrassed to cut it but then again IDC who's 👀 can't disrespect myself like that. https://t.co/tAjxYnWEQc,2017-09-05,POINT (28.06061305 -26.058708),1610,0,3,5,0,0.0,0.0,Neutral
1539,UFS kanti ni strike nini bakithi? UCT is shutting down tomorrow.... 😂☕🐸,2017-09-05,POINT (26.213109600000003 -29.10658805),3940,1,0,1,0,0.0,0.0,Neutral
1540,This increased demand  for higher education had led to increased  student mobility,2017-09-05,POINT (18.6612737 -33.836176249999994),466,0,0,0,0,0.5399999999999999,0.16,Positive
1541,Apparently UCT students are gonna strike tomorrow because of the fees increase. Singonakaliselwa iimoto nini ke asseblief siyanicela,2017-09-05,POINT (18.4241 -33.9249),209,0,0,0,0,0.1,0.0,Neutral
1543,"In 1940 Tambo, Mandela and others he were expelled from Fort Hare University for participating in a student strike. https://t.co/b89rf43X2S",2017-09-05,POINT (28.1361401 -25.860880649999995),32829,5,0,5,0,0.5,0.4,Positive
1545,I'm physically not okay but ke patela school fees so tswanetsi ke ye skolong.,2017-09-05,POINT (28.184066 -25.75260515),2637,0,0,0,0,1.0,-0.625,Negative
1546,UFS students are going to burn in hell!!! https://t.co/lBJSnrpY4H,2017-09-04,POINT (26.213109600000003 -29.10658805),5048,2,0,0,0,0.0,0.0,Neutral
1547,DUT hosted this protest few weeks ago. https://t.co/aegmHsNPyp,2017-09-04,POINT (30.97257945 -29.9006358),4369,0,1,1,0,0.25,0.0,Neutral
1548,"Confuse the enemy. Walk into Pep and sing ""O.T Genasis - Cut It"" chorus.",2017-09-04,POINT (30.947124050000003 -29.684272149999998),2003,0,0,0,0,0.65,0.15,Positive
1549,Education is the key @ Technisa Campus SWGC FET https://t.co/ah6VhJBWKp,2017-09-04,POINT (27.95745755 -26.0197197),2531,0,0,0,0,0.5178571428571428,0.2785714285714286,Positive
1550,‘My school teacher gave me HIV’ https://t.co/AoBwfM1XNG (via )#That horrible teacher must deserve a life sentence.,2017-09-04,POINT (30.9683366 -25.484198599999996),39,0,0,0,0,0.625,0.0,Neutral
1551,Coming soon! The Oxford South African Dictionary of School Terminology that I co-authored with education specialist Clive Roos  #SAELA2017 https://t.co/m4Kapxj7Rj,2017-09-04,POINT (18.4241 -33.9249),1457,5,0,10,3,0.0,0.0,Neutral
1552,"#Vuwani
#VuwaniShutdown 
i surport the shut down
bt dnt burn the school again ppl https://t.co/ZOGFCzrlqG",2017-09-04,POINT (25.560510999999998 -33.8697606),10563,5,2,19,0,0.45,-0.12083333333333332,Negative
1555,"@ThabisoTema you need disrupters for university education &amp; lecturers. Digitize,rebate data cost for education &amp;defragment qualifications",2017-09-04,POINT (28.06061305 -26.058708),972,1,0,2,0,0.4772727272727273,0.3181818181818182,Positive
1556,"I think is appalling &amp; disgusting   how a teacher can sleep with a student in level of education,he is breaking a trust that can't be fixed",2017-09-04,POINT (31.06455755 -29.734555399999998),890,0,5,0,0,0.39499999999999996,0.20500000000000002,Positive
1557,"Knowledge can be garnered from school and real-world experience, just know that education is a broad term. https://t.co/51iRgS8T6s",2017-09-03,POINT (28.184066 -25.75260515),2088,1,0,2,1,0.3,0.0,Neutral
1558,"Me Tomorrow on campus, To check the progress of strike😂😂 https://t.co/JP0pW4K5zB",2017-09-03,POINT (27.8575825 -33.02201395),270,0,0,1,0,0.41999999999999993,0.58,Positive
1559,"Water bill? They must include food, school fees, travel allowances, car insurance, DSTV, Adsl Internet, Ps4, Netflix, a drone, add the rest. https://t.co/zDW4rAUepn",2017-09-03,POINT (18.5900977 -33.9012011),10258,0,0,2,0,0.0,0.0,Neutral
1560,"A little celebratory dance before the prize giving.

#IYABILA🔥🔥🔥

@AfricanBank @GautengSACR @EducationGP @SAFA_net @UJ_Sport https://t.co/kcbGuMaPGN",2017-09-03,POINT (27.968098050000002 -26.276138500000002),1920,3,0,5,0,0.0,0.0,Neutral
1561,"There are only 2 seasons, Summer &amp; winter. Don't come here &amp; confuse us with ur private school education.
From Friday onwards its Summer.🌞",2017-09-03,POINT (26.0866321 -25.545357),55,0,0,1,0,0.5208333333333334,0.23750000000000002,Positive
1562,@VusiSambo Scary.My daughter was telling me that she wants photography as a   career and I'm out here thinking I'm paying a fortune in school fees 😰😰,2017-09-03,POINT (28.06061305 -26.058708),69350,1,2,3,0,0.03333333333333333,-0.08333333333333333,Negative
1563,Bonnievale community builds own no fees school https://t.co/iJfIUFiIIg,2017-09-03,POINT (18.869370449999998 -34.13070175),5118,1,0,1,0,0.0,0.0,Neutral
1564,Shitt did she cut 💇her hair bitchi i will burn you alive https://t.co/PyZpgFXmZ9,2017-09-03,POINT (27.8575825 -33.02201395),105,0,0,0,0,0.0,0.0,Neutral
1565,That 14M was never gonna reach those student !! Which varsity do I go to ? Do u know how corrupt the SRC Is ? https://t.co/0qPDMgj7Vv,2017-09-03,POINT (27.968098050000002 -26.276138500000002),9840,0,0,0,0,0.5361111111111111,-0.16111111111111112,Negative
1566,"The lecturer was advising on Porter's Diamond, so she asked ""what is our country good at?""
Student: ""Corruption"" 🤣#UnisaPostgradCIMA",2017-09-03,POINT (28.184066 -25.75260515),1135,0,0,0,0,0.0,0.0,Neutral
1567,"when the knife has cut you deep and left you hurting , and the future you had hoped for is now burning ..",2017-09-02,POINT (26.519740000000002 -33.2983435),4882,1,1,0,0,0.4625,0.2,Positive
1568,I got cut off my mom's medical aid cos I didn't submit my proof of registration. I hope I don't get sick https://t.co/tGz4NBc64p,2017-09-02,POINT (27.968098050000002 -26.276138500000002),2466,1,1,3,2,0.0,0.0,Neutral
1569,@tebogosencho That time o patela over R1000 per year ya school fees mxm lahla go magogo ntwe e tla bowa ele straight,2017-09-02,POINT (29.26211385 -26.25389765),922,0,0,0,0,0.0,0.0,Neutral
1570,#schoolsuicide The Mpumalanga Education Dept has confirmed a 9 year old boy has committed suicide at a local primary school. TK,2017-09-02,POINT (28.06061305 -26.058708),781577,104,27,10,103,0.3,-0.3,Negative
1571,ALERT: @MmusiMaimane &amp; @SollyMsimanga will address DASO at the University of Pretoria following their victory in the SRC elections. https://t.co/IdAJqpBnH6,2017-09-02,POINT (27.968098050000002 -26.276138500000002),11918,6,0,7,4,0.0,0.0,Neutral
1572,HOW DO I BLOCK THESE ANNOYING UCT EMAILS??? 🙄🙄,2017-09-02,POINT (18.4241 -33.9249),266,0,0,0,0,0.475,0.5,Positive
1573,"#WitchcraftIsWhen you attend Varsity for 3 years and you still call the ""Lecturer"" a ""Lecture"".",2017-09-01,POINT (27.87429235 -26.14271175),45694,0,1,9,0,0.5,0.25,Positive
1574,Dance acts as a medium to bring about social change. #Tygerberg Eisteddfod @Dr Gerard Samuel #UCT #dance #celebrateexcellence https://t.co/m8VyWmCXh8,2017-09-01,POINT (18.6333173 -33.8902748),214,0,0,1,0,0.17777777777777778,0.027777777777777776,Positive
1575,"Mangosuthu University of Technology @EFFStudents chairperson leading us in song.🔥The SG, PSCT and SRC candidates.
#1Province1MillionVotes https://t.co/nddUgySbBv",2017-09-01,POINT (30.97257945 -29.9006358),2166,7,1,11,0,0.0,0.0,Neutral
1576,@Wits_with_SRC_President_David @ Wits - University of the Witwatersrand https://t.co/FQxuFWl22T,2017-09-01,POINT (27.968098050000002 -26.276138500000002),198,0,0,2,0,0.45454545454545453,0.13636363636363635,Positive
1577,@Nkanyiso_ngqulu a student from @go2uj who is part of the #AccomodationIsLand march speaks abt accomm. crisis. @WitsVuvuzela https://t.co/p5RIasNIb1,2017-09-01,POINT (27.968098050000002 -26.276138500000002),1514,12,1,8,1,0.0,0.0,Neutral
1578,"South Point, pvt. Student accommodation provider's security visibility strengthened. #AccommodationIsLand @witsvuvuzela https://t.co/AMUhoTqDlQ",2017-09-01,POINT (27.968098050000002 -26.276138500000002),1514,3,0,0,0,0.0,0.0,Neutral
1579,Khoza agrees and accepts the student accommodation crisis as a genuine concern. #AccomodationIsLand @WitsVuvuzela,2017-09-01,POINT (27.968098050000002 -26.276138500000002),1514,2,0,0,0,0.4,-0.3,Negative
1580,There's 2types of education formal education and financial education.people struggle financially because school doesn't teach us about money,2017-09-01,POINT (28.184066 -25.75260515),1271,0,0,0,0,0.125,0.0,Neutral
1581,Have school became brothels now? Parents don't send kids to be taken advantage of. Teacher. Hands off our kids. https://t.co/IItyN6hvW7,2017-09-01,POINT (27.87429235 -26.14271175),376,0,0,0,0,0.6777777777777777,0.04444444444444443,Positive
1582,@mapitso_thaisi @UCTLibrary @UCT_news @UCTStudent @UCTHealthSci @UCT_SRC @WHO @UCTpostgrads @HealthZA @WesternCapeGov @DBE_SA Well done 🙌🏻.,2017-09-01,POINT (26.519740000000002 -33.2983435),828,0,1,1,0,0.75,0.8,Positive
1583,"#highereducation Nzimande: There are 18 million South Africans who still need post school edu and training, a lot of adults need education.",2017-09-01,POINT (27.968098050000002 -26.276138500000002),781577,1,0,1,0,0.5,0.0,Neutral
1584,#highereducation Nzimande: What is pleasing is that a lot of work is being done to look into financing of post school education. TK,2017-09-01,POINT (27.968098050000002 -26.276138500000002),781577,1,0,1,0,0.9,0.15000000000000002,Positive
1585,#highereducation Nzimande: We are faced with an enormous challenge in higher education and the post school sector. TK,2017-09-01,POINT (27.968098050000002 -26.276138500000002),781577,2,0,4,0,0.3138888888888889,0.1361111111111111,Positive
1586,"This is the big campus news today . If you agree with the issue , maybe you should join the fighters and March . https://t.co/FDO4bWyXdz",2017-09-01,POINT (27.968098050000002 -26.276138500000002),80662,1,2,1,1,0.3,1.0,Positive
1587,Education is important. Reading books is imperative. Speaking good English doesn't quality for having good education. Go to school.,2017-08-31,POINT (27.968098050000002 -26.276138500000002),169318,18,0,49,2,0.0,0.0,Neutral
1589,The EFFSC in NWU Mafikeng Campus on the ground to ensure that we emerge victorious in today's SRC elections. #EFFSC #EFF https://t.co/nI04dxYIGL,2017-08-31,POINT (25.6551647 -25.87331675),1267,70,6,218,5,0.4,0.1,Positive
1590,My res application has been denying submission since I tried for the first time in July. Is it because fees are unpaid?,2017-08-31,POINT (27.968098050000002 -26.276138500000002),2074,0,0,0,1,0.39499999999999996,0.20500000000000002,Positive
1591,Asive Dlanjwa has been announced as the new SRC president at the #UFS Bfn campus. #UFSSrcElections https://t.co/8Z0WjTCGWw,2017-08-31,POINT (26.213109600000003 -29.10658805),8683,5,0,7,1,0.0,0.0,Neutral
1592,SRC Off campus students: Bredie McPherson #UFSSRCElections https://t.co/NSgZa6RqEz,2017-08-31,POINT (26.213109600000003 -29.10658805),5048,2,0,2,0,0.0,0.0,Neutral
1593,SRC On Campus Residences: Soso #UFSSRCElections https://t.co/kqonz88w3y,2017-08-31,POINT (26.213109600000003 -29.10658805),5048,1,0,0,0,0.0,0.0,Neutral
1594,SRC Student Media: Tammy Fray #UFSSRCElections https://t.co/3f6aGgkbyB,2017-08-31,POINT (26.213109600000003 -29.10658805),5048,1,0,1,1,0.6666666666666666,-0.3333333333333333,Negative
1595,The newly elected SRC are being announced one by one. #UFSSrcElections #UFS https://t.co/EHM7pDKWpV,2017-08-31,POINT (26.213109600000003 -29.10658805),8683,0,0,2,1,0.9,-0.55,Negative
1596,SRC legal &amp; Constitutional Affairs: Poppy @UFS_SRC @UFSweb #UFSSRCElections,2017-08-31,POINT (26.213109600000003 -29.10658805),5048,2,1,1,0,0.44999999999999996,-0.35000000000000003,Negative
1597,Student Development &amp; Environmental Affairs: Lefa Makara @UFS_SRC @UFSweb #UFSSRCElections https://t.co/jNIbOUtHZd,2017-08-31,POINT (26.213109600000003 -29.10658805),5048,3,0,1,0,0.5399999999999999,0.16,Positive
1598,SRC student accessibility &amp; support: Mpafa Sibongile @UFS_SRC @UFSweb #UFSSRCElections https://t.co/7lbO264iSO,2017-08-31,POINT (26.213109600000003 -29.10658805),5048,1,1,1,1,0.175,-0.175,Negative
1599,First Generation Students: Lorraine Chauke @UFS_SRC @UFSweb #UFSSRCElections https://t.co/b3c0NdU7FF,2017-08-31,POINT (26.213109600000003 -29.10658805),5048,1,0,3,0,0.5,0.5,Positive
1600,Then [3pm] #InTheSpotlight #AfternoonTalk @SAfmRadio 104-107 it's former school teacher turned comedian  @khanyisa_bunu #WomensMonth https://t.co/Y1MdMQF0I7,2017-08-31,POINT (27.7267737 -26.102123300000002),2215,5,1,4,0,0.0,0.0,Neutral
1601,"If that R14m was paid into my account. With all honesty, I'd pay for as many students' university fees as possible. I'd keep R4m though",2017-08-31,POINT (28.184066 -25.75260515),1311,0,0,0,0,0.0,0.0,Neutral
1602,The Bloemfontein Campus SRC for 2017/2018 will be announced at the Thakaneng Bridge this afternoon at 13:00. #UFSSRCElections,2017-08-31,POINT (26.213109600000003 -29.10658805),28987,1,1,1,1,0.0,0.0,Neutral
1603,I taught 1 teacher how to send an e-wallet bcoz another just won't wait for after school coz ufuna Inyuku yakhe😂😂😂,2017-08-31,POINT (28.10355085 -25.9884044),1170,0,0,0,0,0.05,0.0,Neutral
1604,@SAfmRadio @SakinaKamwendo [ON AIR] SABC's Neo Bodumela: 1 of 30 learners pregnant at Bothitung High School in Kuruman says teacher gave her money to do hair #AMlive,2017-08-31,POINT (27.968098050000002 -26.276138500000002),101421,3,0,0,0,0.5,0.5,Positive
1605,What a throw back of high school memories. You were and still are 🔥 behind the (desk) deck 🎧 https://t.co/1cggjkC7KK,2017-08-31,POINT (28.1361401 -25.860880649999995),3688,0,0,0,0,0.9,-0.8,Negative
1606,@SakinaKamwendo @SAfmRadio [ON AIR] WSU SRC's Luyanda Mgobo: I've heard that there was fraud in the case of student who was mistakenly granted R14m by #NSFAS  #AMLive,2017-08-31,POINT (28.184066 -25.75260515),101421,5,1,1,0,0.16666666666666666,0.125,Positive
1607,"[ON AIR] WSU SRC president at Buffalo City campus,Luyanda Mgobo says it is NOT fault of student that R14m was deposited into her a/c #AMLive https://t.co/xqHWoGu2P0",2017-08-31,POINT (28.184066 -25.75260515),101421,6,10,9,3,0.5,0.4,Positive
1609,"Accommodation Universitas approximately 10mins walk to UFS -  Deposit R2500. Rent: R2500 p/m. Free electricity, Free Wi-Fi, own bathroom.",2017-08-30,POINT (26.213109600000003 -29.10658805),1403,1,1,0,1,0.3,-0.3,Negative
1610,My phone saved an email from UFS about paying up tuition fees by tomorrow in spam folder 😂😂😂 https://t.co/vh3xYktb2z,2017-08-30,POINT (26.213109600000003 -29.10658805),5048,0,0,0,0,0.0,0.0,Neutral
1611,"Quality Education for Every Child
, In Every School, In Every Classroom in our Province! https://t.co/HDzM9pAUaz",2017-08-30,POINT (18.6333173 -33.8902748),2288,5,0,10,0,0.9,0.6,Positive
1612,Three universities honored for strong free-speech policies in a single week https://t.co/eICSkeSwhb via @collegefix @UCT_SRC Try this!,2017-08-30,POINT (18.4241 -33.9249),1213,0,0,0,1,0.0,0.0,Neutral
1613,Meet the third and final school that will partner in the 'Welkom Today' education programme.… https://t.co/uPq8luHhWs,2017-08-30,POINT (26.728864600000005 -27.951255250000003),1191,0,0,0,0,0.65,0.35,Positive
1614,Some1wrote:Mayweather made4 Billion R 4 just 1fight.Any teacher that separates my son when fighting in the school will answer personally 2me,2017-08-30,POINT (25.6551647 -25.87331675),1304,0,0,0,0,0.7,0.05,Positive
1615,"Every child irrespective of where they live, deserves good education. Support @Slum2School's #My30thDream project to send kids to school. https://t.co/zxs1TNxBFe",2017-08-30,POINT (27.95745755 -26.0197197),29162,6,1,5,0,0.55,0.35,Positive
1616,Connected #IoT is about to become cognitive IoT . Join MiHub Digital education and digitize your school with MIH Virtual teacher https://t.co/7hZ92TcpaE,2017-08-30,POINT (25.6551647 -25.87331675),3429,0,0,0,0,0.5,0.5,Positive
1617,"If I was @SibongileMani I would buy property for days, student accommodation CASH and put them all in my name and then flourish from rent",2017-08-30,POINT (26.213109600000003 -29.10658805),13517,0,1,0,1,0.0,0.0,Neutral
1618,@eNewsDirect buy a house 🏠 buy a car 🚗 pay for my kids school fees donate to the Old age home and the orphans than invest the rest,2017-08-30,POINT (27.84917465 -26.3230882),66,0,0,1,0,0.5,0.4,Positive
1619,"#ICYMI 30 learners at a Kuruman high school pregnant, 3 allegedly by same teacher via SABC 🔊 https://t.co/hJrSth5iiE https://t.co/zJDFp8RWdX",2017-08-30,POINT (28.10355085 -25.9884044),10983,0,0,0,0,0.0,0.0,Neutral
1620,Teachers can make you feel like a burden as a student teacher hey...its like you're a pain in some of their bums *smh,2017-08-30,POINT (28.10355085 -25.9884044),1170,0,0,0,1,0.5,-0.48828125,Negative
1621,"Now I can see who never use #NSFAS for one or two reason(s) 

1. Never went to University
2. Never use #NSFAS because can afford education. https://t.co/daG0Pzf5H1",2017-08-30,POINT (27.8575825 -33.02201395),582,0,0,0,0,0.0,0.0,Neutral
1622,"Wearing my Kaizer Chiefs cap to campus today and even my lecturer got in on the banter, he's white 💔😔",2017-08-30,POINT (18.4241 -33.9249),1272,0,0,0,0,0.0,0.0,Neutral
1623,@JohnMoodeyGP addressing DA youth protest calling on @lesufi to deliver on his promise that young people will get licenses while at school https://t.co/nYLRSydy4F,2017-08-30,POINT (27.968098050000002 -26.276138500000002),11918,0,0,1,0,0.0,0.0,Neutral
1624,"It's impossible to pay other people s fees.. You can probably ""swipe food, res, books""  fees they pay it directly! https://t.co/e1pSsgssjs",2017-08-30,POINT (27.875271750000007 -26.2564214),12002,1,0,0,0,0.5,0.5,Positive
1625,"My bank called me about paying R30😂 bathong! They're just like my school, they'll block your student card for owing R10 school fees",2017-08-30,POINT (27.790532649999996 -26.159501900000002),5015,0,1,0,1,0.0,0.0,Neutral
1626,@Zodiac_Rebel They want the student accommodation fees to fall therefore FMF. Yay nay maybe?,2017-08-30,POINT (27.968098050000002 -26.276138500000002),12544,0,0,0,0,0.0,0.0,Neutral
1628,"@TyronneMcC @WCEDnews @equal_education @UniteBehind Yoh yoh, This is another form of #StateCapture @helenzille should have attended @mm1124 TB Davie Memorial Lecture",2017-08-30,POINT (27.968098050000002 -26.276138500000002),347,0,0,0,0,0.0,0.0,Neutral
1629,Whichever school that @babewodumo went to need to pay her fees back,2017-08-29,POINT (18.4241 -33.9249),2054,0,0,0,0,0.0,0.0,Neutral
1630,If this force does not become our SRC President 2017/2018 @UFS_SRC @UFSweb  then I'm transferring to UJ 👆 https://t.co/xnG1zVk3yK,2017-08-29,POINT (26.213109600000003 -29.10658805),2310,1,0,1,4,1.0,0.6,Positive
1631,"Ubona ngokuthi they demand to wear skinny pants at school, that's a proof to show that our education is down the drain #checkpoint",2017-08-29,POINT (28.184066 -25.75260515),6738,1,1,5,0,0.2,-0.5,Negative
1632,What happened to khanya's teeth?  Her high school teacher knocked em out?  #checkpoint #rkillahsa,2017-08-29,POINT (28.1653134 -26.3640002),2398,0,0,0,0,1.0,-1.0,Negative
1633,Rape Crisis stands in solidarity with survivors at the #uct Silent Protest against sexual… https://t.co/fUpG3wOqi8,2017-08-29,POINT (18.4241 -33.9249),6763,2,0,2,0,0.16666666666666666,0.08333333333333333,Positive
1634,"Mayweather $300 million for just 1 fight.
May God punish any teacher that separates my son while fighting in the school.",2017-08-29,POINT (27.84917465 -26.3230882),335,0,0,2,0,0.0,0.0,Neutral
1635,Student debating on motion: This house believes NSFAS should be administered by SRC #CWLimpopoRoadshow https://t.co/VGX5Rg5ZIt,2017-08-29,POINT (29.375138200000002 -23.848874799999997),80502,1,0,0,2,0.0,0.0,Neutral
1637,"One on one with my Son's Teacher we really for school. ❤👌 God is Good.

#SiyasM https://t.co/YBXhrfkt0j",2017-08-29,POINT (28.358602849999997 -26.14985695),30391,0,1,0,0,0.0,0.0,Neutral
1638,Mayweather $300 million for just 1 fight!!!!!May God punish any teacher that separate my kid while fighting at school😂 @Troy_Martens,2017-08-29,POINT (27.968098050000002 -26.276138500000002),61,0,0,1,0,0.0,0.0,Neutral
1639,"you have not studied for a test,  you're writing the next day and when you get to school the next day ""student are on strike... that feeling https://t.co/xqRgBmWhy1",2017-08-29,POINT (18.4241 -33.9249),1084,0,0,0,0,0.0,0.0,Neutral
1640,Silverlea Primary school sing our #NationalAnthem and embrace in the celebrations of their new kitchen container. @SABCNewsOnline @IOL https://t.co/tapV7s1Eax,2017-08-29,POINT (18.4241 -33.9249),2578,1,0,3,0,0.0,0.0,Neutral
1641,% of high school dropouts increases. I don't blame them futhi our Government has failed education system.,2017-08-29,POINT (28.2885259 -25.40056095),6738,0,0,1,0,0.0,0.0,Neutral
1642,@UWConline how about using some of that money we pay you for fees to pave &amp; create parking bays- the parking issue on campus is ridiculous,2017-08-29,POINT (18.6333173 -33.8902748),994,0,0,1,0,0.3333333333333333,0.25,Positive
1643,Dlamini is facing charges of theft‚assault‚ public violence &amp; malicious damage to property in connection with student protests #FeesMustFall,2017-08-29,POINT (29.4770012 -23.9162345),47165,0,0,0,0,0.4,-0.1,Negative
1644,"This is not for school guys but, adapt the uniform to keep up with current trends. Stop Protest Mentality #SkinnyPants https://t.co/HwHqMXriWo",2017-08-28,POINT (27.87429235 -26.14271175),120822,0,1,8,0,0.4,-0.4,Negative
1645,@OwenNkomo Big ups to your Student Accommodation Fund listing on the #JSE #BlackExcellence 👏🏽👏🏽👏🏽🇿🇦,2017-08-28,POINT (28.06061305 -26.058708),499,1,0,0,0,0.8666666666666667,-0.2333333333333333,Negative
1646,@Lesufi Teacher abusing student recorded at Okumhlophe High School KZN #AbuseMustFall https://t.co/XXQxJcPE8R,2017-08-28,POINT (28.06061305 -26.058708),391,0,0,0,0,0.0,0.0,Neutral
1647,A guy I had a crush on in high school keeps whatsapp video calling me! How can I block him?? 😭😭😭,2017-08-28,POINT (25.6551647 -25.87331675),378,0,0,0,0,0.0,0.0,Neutral
1648,"With the A Team. 
En-route to inspiring Kwena Molapo High School learners  
#education… https://t.co/kxMIdYU5An",2017-08-28,POINT (28.06061305 -26.058708),1891,0,0,0,0,0.5666666666666667,0.16666666666666666,Positive
1649,DASO UP wins 2017 SRC elections: https://t.co/rfkzl9XMjp https://t.co/aTKuJ9DRLo,2017-08-28,POINT (28.184066 -25.75260515),13177,2,1,5,0,0.0,0.0,Neutral
1650,@UFS_SRC lemme organize Kovsie Awards for you? For a reasonable price of course? 🤔,2017-08-28,POINT (26.213109600000003 -29.10658805),5048,0,0,0,0,0.55,0.25,Positive
1651,Are you going to school or a fashion parade why protest for skinny uniform trousers thou https://t.co/2GoKezszoH,2017-08-28,POINT (28.38669405 -25.7108117),5625,0,0,0,0,0.0,0.0,Neutral
1652,Even at school??? 😂😂😂 lol please block me back 😭 https://t.co/E5yurNrXAQ,2017-08-28,POINT (27.95745755 -26.0197197),2638,0,0,0,0,0.0,0.0,Neutral
1653,"@Jamiatsa Maraisburg Eid Gah, Opposite Maraisburg Masjid. 
Lecture: 06:40
Salaah: 06:55
Ladies accommodation available. #EidUlAdhaProg",2017-08-28,POINT (29.466421949999997 -25.767105150000003),5172,0,0,0,0,0.3833333333333333,0.10000000000000002,Positive
1654,"@MasjidProgs 
Maraisburg Eid Gah, Opposite Maraisburg Masjid. 
Lecture: 06:40
Salaah: 06:55
Ladies accommodation available. #EidUlAdhaProg",2017-08-28,POINT (29.466421949999997 -25.767105150000003),5172,1,0,0,0,0.0,0.0,Neutral
1655,"@naumaan26 @SBbmnotices 
Maraisburg Eid Gah, Opposite Maraisburg Masjid. 
Lecture: 06:40
Salaah: 06:55
Ladies accommodation available.",2017-08-28,POINT (29.466421949999997 -25.767105150000003),5172,1,0,0,0,0.11904761904761905,0.0,Neutral
1656,Yazi your wcw used to like things in high school she took a 22 year man to matric dance 🤔👏🏾,2017-08-28,POINT (27.968098050000002 -26.276138500000002),12857,0,0,0,0,0.5,0.5,Positive
1657,#BREAKING Reports emerging of a protest at CPUT Cape Town campus. More to follow @TheCapeArgus,2017-08-28,POINT (18.4241 -33.9249),3984,2,1,2,0,0.77,-0.003333333333333327,Negative
1658,"Education doesn't only happen at school, I'm sure bill Gates educated himself and Mayweather learned boxing. Wasn't born bobbing and weaving https://t.co/ExvtzfYLDd",2017-08-28,POINT (27.875271750000007 -26.2564214),262,0,0,0,0,0.0,0.0,Neutral
