,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
11901,8554015,710,SAF5713,5713,2015-02-24,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,North West,Ngaka Modiri Molema,Mafikeng,Mahikeng,-25.8556,25.6367,1,Sowetan (South Africa),National,Students protest demanding the promotion of all pupils who failed last year and the re-admission of all students who were suspended last year. Students burn debris during their protest.,0,1632239612,ZAF
11918,7521386,710,SAF5692,5692,2015-02-20,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,Cape Argus,Subnational,Students at Cape Peninsula University of Technology demonstrate over a policy which bars students from registering if they have outstanding debts.,0,1611019292,ZAF
11920,4861147,710,SAF5689,5689,2015-02-19,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,News24 (South Africa),National,Students at Cape Peninsula University of Technology demonstrate over a policy which bars students from registering if they have outstanding debts. Protester block roads to prevent cars from leaving the campus.,0,1552577389,ZAF
11922,7521593,710,SAF5688,5688,2015-02-19,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Rioters (South Africa),Students (South Africa),5,55,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,Cape Argus,Subnational,"Students at Cape Peninsula University of Technology demonstrate over a policy which bars students from registering if they have outstanding debts. Two groups of students, one black the other white, clash after about 300 protesting students blockaded both main gates of the university and stopped vehicles from passing through.",0,1611019292,ZAF
11925,7688396,710,SAF5684,5684,2015-02-18,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Sarah Baartman,Ndlambe,Alexandria,-33.6535,26.4127,1,Herald (South Africa),Subnational,Parents at a high school in Alexandria shut pupils and teachers out in protest against teacher shortages dating back to 2010.,0,1613499276,ZAF
11934,7524920,710,SAF5674,5674,2015-02-16,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),Private Security Forces (South Africa),1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,News24 (South Africa),National,Students are invited to submit a memorandum to end the recent protests at the Cape Peninsula University of Technology. The demonstrators are met by police and university security sparking clashes. The police fire rubber bullets to disperse the students.,0,1611019302,ZAF
11939,6269227,710,SAF5673,5673,2015-02-15,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Mpumalanga,Nkangala,Emalahleni,Witbank,-25.8713,29.2332,1,Herald (Zimbabwe),Regional,"Parents and pupils of Reynopark High School protest outside the premises calling for the dismissal of the principal in the after a number of incidents of misconduct by teachers involving racial abuse, drug use and excessive corporal punishment.",0,1572403721,ZAF
11946,6302867,710,SAF5666,5666,2015-02-13,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Mpumalanga,Nkangala,Emalahleni,Emalahleni,-26.018,29.1621,1,Pretoria News,National,Emalahleni campus is shut down due to student protests at TUT over insufficient funding.,0,1572403770,ZAF
11947,8009685,710,SAF5667,5667,2015-02-13,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Westville,-29.8333,30.9333,1,IOL,National,Students stage a protest over funding. Opportunities. Some of the demonstrators are arrested for public violence.,0,1622068028,ZAF
11948,4861692,710,SAF5658,5658,2015-02-12,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Mpumalanga,Nkangala,Emalahleni,Emalahleni,-26.018,29.1621,1,South African Press Association,National,Protests by Tshwane University of Technology students spread to other TUT campuses.,0,1552577390,ZAF
11949,4861693,710,SAF5659,5659,2015-02-12,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Ga-Rankuwa,-25.6169,27.9947,1,South African Press Association,National,Protests by Tshwane University of Technology students spread to other TUT campuses.,0,1552577390,ZAF
11951,4861748,710,SAF5662,5662,2015-02-12,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Private Security Forces (South Africa),,8,58,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Soshanguve,-25.4729,28.0992,1,Mail & Guardian (South Africa),National,Students at the Tshwane University of Technology fight running battles with security guards over the issue of financial exclusion and the payment of financial support for poorer students. The security guards attempt to disperse the students with teargas.,0,1552577390,ZAF
11952,4861749,710,SAF5661,5661,2015-02-12,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,South African Press Association,National,Protests by Tshwane University of Technology students spread to other TUT campuses.,0,1552577390,ZAF
11955,8009686,710,SAF5660,5660,2015-02-12,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Pinetown,-29.8207,30.8867,1,Mercury (South Africa),National,Students demonstrate over the issue of financial aid and clash violently with police.,0,1622068028,ZAF
11956,8009687,710,SAF5663,5663,2015-02-12,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Westville,-29.8333,30.9333,1,Mercury (South Africa),National,Police fire rubber bullets at students demonstrating over financial aid opportunities.,0,1622068028,ZAF
11957,8009688,710,SAF5657,5657,2015-02-12,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Mercury (South Africa),National,Students burn debris and rubbish while protesting about issues of financial aid and funding. The police are present but do not directly engage with the students.,0,1622068028,ZAF
11958,5764415,710,SAF5651,5651,2015-02-11,2015,2,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),Private Security Forces (South Africa),1,15,Southern Africa,South Africa,Eastern Cape,Amathole,Amahlathi,Fort Cox,-32.7832,27.027,1,Herald (South Africa),Subnational,Students clash with police at Fox Cox Agricultural College. The students were demonstrating over dilapidated infrastructure and increasing fees.,0,1567462152,ZAF
11964,6120249,710,SAF5648,5648,2015-02-10,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Soshanguve,-25.4729,28.0992,1,Pretoria News,Subnational,Students at the Tshwane University of Technology march to demand a response from management regarding the funding shortage.,0,1571164634,ZAF
11968,8009689,710,SAF5641,5641,2015-02-10,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Daily Vox (South Africa),National,Durban University of Technology (DUT) students take to the streets to protest against perceived failures in the financial aid bureaucracy.,0,1622068028,ZAF
11969,8009690,710,SAF5645,5645,2015-02-10,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,Mercury (South Africa),National,Students at two of the University of KwaZulu-Natals campuses protest over the issue of securing funding for studies.,0,1622068028,ZAF
11970,8009691,710,SAF5646,5646,2015-02-10,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Pinetown,-29.8207,30.8867,1,Mercury (South Africa),National,Students at two of the University of KwaZulu-Natals campuses protest over the issue of securing funding for studies.,0,1622068028,ZAF
11971,8554019,710,SAF5644,5644,2015-02-10,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,Mthatha,-31.5889,28.7844,1,New Age (South Africa),National,Walter Sisulu University students march over the issue of securing funding for studies.,0,1632239612,ZAF
11975,7523050,710,SAF5636,5636,2015-02-09,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Khayelitsha,-34.0393,18.6792,1,GroundUp,National,Students riot of the lack of teachers in Khayelitsha schools. Some school property is set alight by the students during the protest.,0,1611019297,ZAF
11987,5298468,710,SAF5621,5621,2015-02-05,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Vox (South Africa),National,"Students protest demanding funding for textbooks, transport allowances, and accommodation at school residences and hostels. Some of the demonstrators throw petrol-bombs during the protest.",0,1561469247,ZAF
11989,6310646,710,SAF5624,5624,2015-02-05,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Private Security Forces (South Africa),,8,58,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Soshanguve,-25.4729,28.0992,1,Sowetan (South Africa),National,Students clash with security and chase security guards from the campus. The students are demanding funding from the National Student Financial Aid Scheme.,0,1572403781,ZAF
11990,8554022,710,SAF5623,5623,2015-02-05,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,Mthatha,-31.5889,28.7844,1,Daily Dispatch (South Africa),National,"Students at Walter Sisulu Univeristy protest after reaching an impasse with management. The students demand the registration of first year students and continuing students who qualify for National Student Financial Aid Scheme funds without these students paying the minimum initial payment. Exact date unknown, article printed 5/02/2015.",0,1632239612,ZAF
11993,4862404,710,SAF5618,5618,2015-02-04,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Soshanguve,-25.4729,28.0992,1,South African Press Association,National,Students protest about the National Student Financial Aid Scheme.,0,1552577391,ZAF
12001,5298456,710,SAF5607,5607,2015-02-03,2015,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch (South Africa),National,Students at the FET college in East London clash with police and throw fire-bombs during against the institutions management.,0,1561469247,ZAF
12006,5298451,710,SAF5601,5601,2015-02-02,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch (South Africa),National,Students at Walter Sisulu Univeristy protest after reaching an impasse with management. The students demand the registration of first year students and continuing students who qualify for National Student Financial Aid Scheme funds without these students paying the minimum initial payment.,0,1561469247,ZAF
12063,7527235,710,SAF5548,5548,2015-01-21,2015,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,Star (South Africa),National,"Students protested at Wits Universitys main Braamfontein campus, accusing the universities management of marginalising the poor and vulnerable. The issue centres on the shortfall in National Student Financial Aid Scheme (NSFAS) funding.",0,1611019333,ZAF
8221,7522978,710,SAF9343,9343,2017-10-25,2017,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Rondebosch,-33.9633,18.4764,1,GroundUp,National,A few hundred Fees Must Fall protesters attempted to shut down the University of Cape Town (UCT).,0,1611019297,ZAF
8312,7521459,710,SAF9250,9250,2017-09-19,2017,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Rondebosch,-33.9633,18.4764,1,Cape Argus,Subnational,A group of #FeesMustFall students has stormed into the University of Cape Town library and disrupted classes and study sessions.,0,1611019292,ZAF
8617,7522998,710,SAF8949,8949,2017-06-19,2017,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,GroundUp,National,A team made up of UWC students acting under the name of the #FeesMustFall (FMF) movement disrupted exams in both the morning and afternoon sessions in protest.,0,1611019297,ZAF
9021,8009234,710,SAF8556,8556,2017-02-24,2017,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,IOL,National,Students marched to protest for the #feesmustfall leader who has been in prison for 150 days.,0,1622068027,ZAF
9131,8009248,710,SAF8449,8449,2017-01-19,2017,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,News24 (South Africa),National,There was a small contingent of supporters for Fees Must Fall student Bonginkosi Khanyile ahead of his pre-trial conference at Durban Magistrate's Court.,0,1622068027,ZAF
9212,7521426,710,SAF8371,8371,2016-11-24,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Wynberg,-33.9833,18.4,1,Cape Argus,Subnational,The hostel superintendent at the centre of allegations of racial abuse at Wynberg Girls' High School has been put on special leave as pupils staged a protest at the school's Waterloo boarding house. The protest was attended by members of #FeesMustFall,0,1611019292,ZAF
9221,5741412,710,SAF8360,8360,2016-11-21,2016,1,Protests,Protest with intervention,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Soshanguve,-25.4729,28.0992,1,African News Agency,National,16 people at its Soshanguve campus of UT were arrested for allegedly contravening the institution's court order in what appears to be protest action.,0,1567462123,ZAF
9226,5300415,710,SAF8356,8356,2016-11-20,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Soshanguve,-25.4729,28.0992,1,Times (South Africa),National,#FeesMustFall students burned a university bus outside the Soshanguve campus.,0,1561469250,ZAF
9242,6064799,710,SAF8339,8339,2016-11-14,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Cape Times,Subnational,Police confirmed a petrol bomb was thrown at a mail room adjacent to Keizersgracht Street at the Cape Town campus in ongoing student protests.,0,1571164555,ZAF
9261,7518833,710,SAF8320,8320,2016-11-07,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),Private Security Forces (South Africa),1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,GroundUp; Daily Vox (South Africa),National,Exams began at the UWC campus but protesting students unhappy with management's decision to go ahead without first meeting their demands led to unrest at the University in Bellville. Protesters clashed with police after they tried to stop students from boarding buses to take them to off-campus exam centres.,0,1611019285,ZAF
9273,5300378,710,SAF8312,8312,2016-11-02,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,Cape Winelands,Stellenbosch,Stellenbosch,-33.9346,18.8668,1,News24 (South Africa),National,About 100 #feesmustfall protesters attempted to disrupt exams at the University of Stellenbosch. No violence was reported.,0,1561469250,ZAF
9280,6120204,710,SAF8302,8302,2016-10-31,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),Private Security Forces (South Africa),1,15,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Pretoria News,Subnational,Clashes between students and police and private security erupted at the University of Pretoria. Police reportedly threw stun grenades at protesters.,0,1571164634,ZAF
9287,6064123,710,SAF8292,8292,2016-10-26,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Cape Argus,Subnational,"Dozens of police launched stun grenades at a group of students who had gathered outside Parliament, while some protesters climbed on police vehicles, smashed vehicle and business windows and stoned buses in different parts of the city.",0,1571164553,ZAF
9291,8566353,710,SAF8293,8293,2016-10-26,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Sarah Baartman,Makana,Makhanda,-33.3042,26.5328,1,Daily Dispatch (South Africa),National,Arsonists set fire to two Rhodes University exam venues and burnt to the ground the tennis clubhouse in which protesting students and police clashed repeatedly. Six students had been arrested and the sound of gunfire and stun grenades was coming from all corners of the campus.,0,1632782396,ZAF
9293,7520113,710,SAF8287,8287,2016-10-25,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,African News Agency,National,A police van and a bus was set alight by protesters who blocked roads using rocks and concrete rubbish bins in Braamfontein.,0,1611019289,ZAF
9297,6120501,710,SAF8286,8286,2016-10-24,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Tshwane University of Technology,-25.7322,28.1619,1,Pretoria News,Subnational,"The north campus of Tuts was closed after a group of students drove security personnel and staff off campus. Students blocked the entrance with rocks, burning tyres and dustbins.",0,1571164634,ZAF
9298,6120525,710,SAF8285,8285,2016-10-24,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Soshanguve,-25.4729,28.0992,1,Pretoria News,Subnational,"Tshwane University of Technology was yet again hit by #FeesMustFall protests, with students barricading the main gates at both the Soshanguve South and North campuses.",0,1571164634,ZAF
9306,7524827,710,SAF8276,8276,2016-10-21,2016,1,Protests,Protest with intervention,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,News24 (South Africa),National,Several lectures and two tests were disrupted at Wits University when fireworks and stink bombs were set off in lecture rooms. Four students were arrested on Friday for allegedly contravening a court order,0,1611019302,ZAF
9309,5300348,710,SAF8275,8275,2016-10-20,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Private Security Forces (South Africa),Police Forces of South Africa (1994-),8,58,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Soshanguve,-25.4729,28.0992,1,IOL,National,"A group of protesters at the TUTs Soshuguve campus demanded to be transported to the #FeesMustFall march to the Union Buildings. When this was denied, clashes with security guards ensued and the SAPS had no option but to intervene to disperse the protesters.",0,1561469250,ZAF
9311,7735721,710,SAF8274,8274,2016-10-20,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,News24 (South Africa),National,Running battles between protesters and police entered a third day at Nelson Mandela Metropolitan University (NMMU).,0,1615249507,ZAF
9312,8009278,710,SAF8273,8273,2016-10-20,2016,1,Riots,Mob violence,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Private Security Forces (South Africa),,8,58,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,African News Agency,National,"Students clashed with security and police at the UKZN Pietermaritzburg campus. Sudents began hurling stones and petrol bombs directly at security and police while the police responded with tear gas, rubber bullets and stun grenades.",0,1622068027,ZAF
9314,5300344,710,SAF8269,8269,2016-10-19,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,News24 (South Africa),National,"Calm has been restored at the Union Buildings in Pretoria after a tense stand-off between police and Fees Must Fall protesters. Earlier police and students clashed violently. During the protest, one student was killed in a car accident.",1,1561469250,ZAF
9316,7521976,710,SAF8266,8266,2016-10-19,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,Cape Times,Subnational,"At UWC, windows were broken and furniture from one of the residences set alight as police opened fire on students.",0,1611019294,ZAF
9317,7735710,710,SAF8268,8268,2016-10-19,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,News24 (South Africa),National,Running battles between protesters and police entered a second day at Nelson Mandela Metropolitan University (NMMU).,0,1615249507,ZAF
9318,4785183,710,SAF8262,8262,2016-10-18,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,GroundUp,National,Walter Sisulu University students were in the street again in which they blocked the road and set tyres alight. Stones and bottles were also thrown at the police.,0,1552577170,ZAF
9319,7522916,710,SAF8264,8264,2016-10-18,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Private Security Forces (South Africa),,8,58,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Rondebosch,-33.9633,18.4764,1,GroundUp,National,"Violent clashes erupted between student protesters and private security at the University of Cape Town (UCT), leaving a number of protesters injured and four arrested.",0,1611019297,ZAF
9321,7735727,710,SAF8263,8263,2016-10-18,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,News24 (South Africa),National,Running battles between protesters and police began at Nelson Mandela Metropolitan University (NMMU).,0,1615249507,ZAF
9322,8009280,710,SAF8265,8265,2016-10-18,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Westville,-29.8333,30.9333,1,African News Agency,National,"There were two days of running battles where police used rubber bullets, teargas and stun grenades as they clashed with students at Westville campus of UKZN.",0,1622068027,ZAF
9323,4785437,710,SAF8258,8258,2016-10-17,2016,1,Protests,Peaceful protest,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,GroundUp,National,Hundreds of Walter Sisulu University students from the Buffalo City campus blocked Oxford Street today after a mass meeting.,0,1552577170,ZAF
9324,7522930,710,SAF8259,8259,2016-10-17,2016,1,Protests,Protest with intervention,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Rondebosch,-33.9633,18.4764,1,GroundUp,National,About 30 student protesters blocked Baxter Road outside the University of Cape Towns Tugwell and Leo Marquard residences. police then arrived and with private security blocked the entrance to the RW James building. Stun grenades and pepper spray were used to disperse the students by police.,0,1611019297,ZAF
9325,8009281,710,SAF8260,8260,2016-10-17,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Westville,-29.8333,30.9333,1,African News Agency,National,"There were two days of running battles where police used rubber bullets, teargas and stun grenades as they clashed with students at Westville campus of UKZN.",0,1622068027,ZAF
9327,5300340,710,SAF8256,8256,2016-10-14,2016,1,Protests,Protest with intervention,Protesters (South Africa),#FeesMustFall; Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Gauteng,Sedibeng,Emfuleni,Vaal University of Technology,-26.7113,27.8627,1,News24 (South Africa),National,"Separately, police fired rubber bullets to disperse protesters at the Vanderbijlpark campus of the Vaal University of Technology",0,1561469250,ZAF
9329,7521027,710,SAF8254,8254,2016-10-14,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,Civilians (South Africa),,7,57,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Rondebosch,-33.9633,18.4764,1,AP,International,UCT says its vice-chancellor was assaulted by protesters after he met with them to discuss their demands for free university education.,0,1611019291,ZAF
9330,7524850,710,SAF8250,8250,2016-10-14,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,News24 (South Africa),National,Police warned people to avoid Braamfontein near Wits after cars were set alight or stoned by protesting students. Businesses were also damaged.,0,1611019302,ZAF
9333,8009283,710,SAF8251,8251,2016-10-14,2016,1,Riots,Violent demonstration,Rioters (South Africa),#FeesMustFall; Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,News24 (South Africa),National,Part of an HIV/Aids clinic was torched at the University of KwaZulu-Natals Howard College campus as protesters change tactics to night battles.,0,1622068027,ZAF
